cvegeo,m_educacion,m_lineas_sae,m_viv_servicios,m_educacion_sd,m_lineas_sae_sd,m_viv_servicios_sd,lisa,loc_peq_pct,pct_60mas,log_pob
07061,-0.0007974431318935223,-0.17250866908580817,0.01707054017668429,0.014156708612031065,0.2540570098930553,0.13506859005553562,ns,55.5971949854718,8.641949957390885,4.988545580045853
07062,-3.998969466447058e-05,-0.9447543208510846,0.02333118155444524,0.01410935107082695,0.2615905092344894,0.1353239981645222,ns,100.0,9.610699009150467,4.266443381296273
07063,-0.0005607630936792422,-0.13640664591684173,-0.0666113208064326,0.014130071370202701,0.2648002293916218,0.13909417300662955,ns,100.0,9.364800401707257,3.600210306409328
07064,-0.0009014725009711126,0.8310225987610562,0.01186006811182332,0.014166780194782815,0.2690733188372431,0.13521001383360381,ns,81.1476006699192,6.506225879268915,4.739825411385304
07065,0.0002951546175032748,-0.5974504987831648,0.0012752467237649027,0.01411429716354988,0.2536957778071515,0.13482249456449721,ns,60.8384682266662,7.992288209276831,5.12144493626729
07066,0.0002277438177546377,0.41393081331398657,0.019402891524861292,0.014117276101074409,0.28991181230002844,0.13538325425529002,ns,67.3032473191618,5.202531165927779,4.421455846690445
07067,-0.00014920321892353687,-0.6877975272868997,-0.02268955079260369,0.0141103152318782,0.2785453341362096,0.1358190579690955,ns,100.0,8.397195499755423,4.088702960351474
07068,-0.0010218684172419313,-0.5903524671419977,0.013202995609630605,0.014184844025750161,0.2545059842484938,0.13496715339699705,ns,52.2416115793101,11.381935524295873,4.504049276748714
07069,0.0002248980101141677,-0.3026408519949044,0.011154845713438156,0.014112551226665188,0.2534778416189346,0.13497832922922126,ns,64.4111499619088,13.554587541265406,4.709210580717843
07070,-0.0017321569169722242,1.0862779039205246,0.03051985404101894,0.014301478633285085,0.37482716175669045,0.13581944266361853,ns,100.0,9.614286879230205,4.088596728262746
07071,-0.00044738732761251155,-1.0743504419381331,-0.007715694761810192,0.014124997941755998,0.2631902312346212,0.1348904384500226,ns,72.861999537908,11.641416641911741,4.481399626919825
07072,-4.856852985041496e-05,-0.1832822613339144,0.017196108367539306,0.014109014688983842,0.29011233588362484,0.1350787246754517,ns,56.7924146308544,6.174922391685787,4.471819586110373
07073,0.00017615434968594576,-0.29936169223472253,0.07570192252365016,0.014110464308537393,0.2542182967379829,0.13997965190985856,ns,36.8672924719308,7.537272225289896,4.036069700697702
07074,-0.0019363112160434009,-0.5525446336757986,-0.05348298298715949,0.014380717607392783,0.2686717590619622,0.1378145720792835,ns,35.2695799594013,9.598697271855272,4.651559051171708
07075,-0.0003686679614224157,0.39418665705074407,0.042436092525061524,0.014119266781148538,0.25709257804556795,0.1364283799564617,ns,26.4837490027403,9.21988275694613,4.45982957814908
07076,-0.00013107283153740846,-0.06614789846654764,-0.010835226541637545,0.014110076031552126,0.25560730622186195,0.1349713188667736,ns,100.0,7.7185586670681525,4.47551138503771
